name_home,pp_home,gs_home,pe_home,name_away,pp_away,gs_away,pe_away,match_date
EVE,52.4,3,3,SOU,47.6,1,0,29/09/2012
FUL,28.9,1,0,MCI,71.1,2,3,29/09/2012
MUN,74.1,2,0,TOT,25.9,3,3,29/09/2012
NOR,32.9,2,0,LIV,67.1,5,3,29/09/2012
RDG,47.4,2,1,NEW,52.6,2,1,29/09/2012
STK,39,2,3,SWA,61,0,0,29/09/2012
SUN,49.8,1,3,WIG,50.2,0,0,29/09/2012
AVL,57.4,1,1,WBA,42.6,1,1,30/09/2012
QPR,50.5,1,0,WHU,49.5,2,3,01/10/2012
CHE,68.9,4,3,NOR,31.1,1,0,06/10/2012
MCI,60.5,3,3,SUN,39.5,0,0,06/10/2012
SWA,71.5,2,1,RDG,28.5,2,1,06/10/2012
WBA,44.9,3,3,QPR,55.1,2,0,06/10/2012
WHU,31.3,1,0,ARS,68.7,3,3,06/10/2012
WIG,46.1,2,1,EVE,53.9,2,1,06/10/2012
LIV,62.9,0,1,STK,37.1,0,1,07/10/2012
NEW,45.5,0,0,MUN,54.5,3,3,07/10/2012
SOU,41.9,2,1,FUL,58.1,2,1,07/10/2012
TOT,55.9,2,3,AVL,44.1,0,0,07/10/2012
FUL,50.7,1,3,AVL,49.3,0,0,20/10/2012
LIV,56.8,1,3,RDG,43.2,0,0,20/10/2012
MUN,64,4,3,STK,36,2,0,20/10/2012
NOR,28,1,3,ARS,72,0,0,20/10/2012
SWA,47.6,2,3,WIG,52.4,1,0,20/10/2012
TOT,42.2,2,0,CHE,57.8,4,3,20/10/2012
WBA,43.9,1,0,MCI,56.1,2,3,20/10/2012
WHU,38.7,4,3,SOU,61.3,1,0,20/10/2012
QPR,57,1,1,EVE,43,1,1,21/10/2012
SUN,65.5,1,1,NEW,34.5,1,1,21/10/2012
ARS,66.5,1,3,QPR,33.5,0,0,27/10/2012
AVL,41.5,1,1,NOR,58.5,1,1,27/10/2012
MCI,53.7,1,3,SWA,46.3,0,0,27/10/2012
RDG,34.1,3,1,FUL,65.9,3,1,27/10/2012
STK,52.2,0,1,SUN,47.8,0,1,27/10/2012
WIG,54.4,2,3,WHU,45.6,1,0,27/10/2012
CHE,48.7,2,0,MUN,51.3,3,3,28/10/2012
EVE,56.2,2,1,LIV,43.8,2,1,28/10/2012
NEW,50.4,2,3,WBA,49.6,1,0,28/10/2012
SOU,52.3,1,0,TOT,47.7,2,3,28/10/2012
FUL,40.9,2,1,EVE,59.1,2,1,03/11/2012
MUN,47.7,2,3,ARS,52.3,1,0,03/11/2012
NOR,43.6,1,3,STK,56.4,0,0,03/11/2012
SUN,55.6,0,0,AVL,44.4,1,3,03/11/2012
SWA,52.2,1,1,CHE,47.8,1,1,03/11/2012
TOT,51.1,0,0,WIG,48.9,1,3,03/11/2012
WHU,35,0,1,MCI,65,0,1,03/11/2012
LIV,65.3,1,1,NEW,34.7,1,1,04/11/2012
QPR,56.1,1,1,RDG,43.9,1,1,04/11/2012
WBA,43.5,2,3,SOU,56.5,0,0,05/11/2012
ARS,56.4,3,1,FUL,43.6,3,1,10/11/2012
AVL,30.5,2,0,MUN,69.5,3,3,10/11/2012
EVE,62.6,2,3,SUN,37.4,1,0,10/11/2012
RDG,49.3,0,1,NOR,50.7,0,1,10/11/2012
SOU,48.4,1,1,SWA,51.6,1,1,10/11/2012
STK,45.1,1,3,QPR,54.9,0,0,10/11/2012
WIG,65.9,1,0,WBA,34.1,2,3,10/11/2012
CHE,43.1,1,1,LIV,56.9,1,1,11/11/2012
MCI,61.9,2,3,TOT,38.1,1,0,11/11/2012
NEW,49.8,0,0,WHU,50.2,1,3,11/11/2012
ARS,65.8,5,3,TOT,34.2,2,0,17/11/2012
LIV,48.9,3,3,WIG,51.1,0,0,17/11/2012
MCI,66.6,5,3,AVL,33.4,0,0,17/11/2012
NEW,52,1,0,SWA,48,2,3,17/11/2012
NOR,37.7,1,3,MUN,62.3,0,0,17/11/2012
QPR,46.8,1,0,SOU,53.2,3,3,17/11/2012
RDG,39.6,2,3,EVE,60.4,1,0,17/11/2012
WBA,35.3,2,3,CHE,64.7,1,0,17/11/2012
FUL,49.3,1,0,SUN,50.7,3,3,18/11/2012
WHU,58,1,1,STK,42,1,1,19/11/2012
AVL,37.4,0,1,ARS,62.6,0,1,24/11/2012
EVE,57.9,1,1,NOR,42.1,1,1,24/11/2012
MUN,62.5,3,3,QPR,37.5,1,0,24/11/2012
STK,40.3,1,3,FUL,59.7,0,0,24/11/2012
SUN,49,2,0,WBA,51,4,3,24/11/2012
WIG,66.7,3,3,RDG,33.3,2,0,24/11/2012
CHE,42.3,0,1,MCI,57.7,0,1,25/11/2012
SOU,49.1,2,3,NEW,50.9,0,0,25/11/2012
SWA,49.5,0,1,LIV,50.5,0,1,25/11/2012
TOT,59.4,3,3,WHU,40.6,1,0,25/11/2012
AVL,55.2,1,3,RDG,44.8,0,0,27/11/2012
SUN,50.2,0,1,QPR,49.8,0,1,27/11/2012
CHE,59.7,0,1,FUL,40.3,0,1,28/11/2012
EVE,42.6,1,1,ARS,57.4,1,1,28/11/2012
MUN,66.1,1,3,WHU,33.9,0,0,28/11/2012
SOU,57.8,1,1,NOR,42.2,1,1,28/11/2012
STK,52.2,2,3,NEW,47.8,1,0,28/11/2012
SWA,64.7,3,3,WBA,35.3,1,0,28/11/2012
TOT,35,2,3,LIV,65,1,0,28/11/2012
WIG,45.6,0,0,MCI,54.4,2,3,28/11/2012
ARS,52.5,0,0,SWA,47.5,2,3,01/12/2012
FUL,45.8,0,0,TOT,54.2,3,3,01/12/2012
LIV,63.9,1,3,SOU,36.1,0,0,01/12/2012
MCI,59.2,1,1,EVE,40.8,1,1,01/12/2012
QPR,59.2,1,1,AVL,40.8,1,1,01/12/2012
RDG,41.7,3,0,MUN,58.3,4,3,01/12/2012
WBA,57.2,0,0,STK,42.8,1,3,01/12/2012
WHU,42.2,3,3,CHE,57.8,1,0,01/12/2012
NOR,49.6,2,3,SUN,50.4,1,0,02/12/2012
NEW,50.2,3,3,WIG,49.8,0,0,03/12/2012
ARS,59,2,3,WBA,41,0,0,08/12/2012
AVL,56.3,0,1,STK,43.7,0,1,08/12/2012
SOU,65.1,1,3,RDG,34.9,0,0,08/12/2012
SUN,45.3,1,0,CHE,54.7,3,3,08/12/2012
SWA,66.8,3,0,NOR,33.2,4,3,08/12/2012
WIG,66.8,2,1,QPR,33.2,2,1,08/12/2012
EVE,49.6,2,3,TOT,50.4,1,0,09/12/2012
MCI,56.2,2,0,MUN,43.8,3,3,09/12/2012
WHU,56.2,2,0,LIV,43.8,3,3,09/12/2012
FUL,56.2,2,3,NEW,43.8,1,0,09/12/2012
SUN,49.3,3,3,RDG,50.7,0,0,11/12/2012
LIV,72.1,1,0,AVL,27.9,3,3,15/12/2012
MUN,61.5,3,3,SUN,38.5,1,0,15/12/2012
NEW,53.7,1,0,MCI,46.3,3,3,15/12/2012
NOR,48.2,2,3,WIG,51.8,1,0,15/12/2012
QPR,44.9,2,3,FUL,55.1,1,0,15/12/2012
STK,48.7,1,1,EVE,51.3,1,1,15/12/2012
TOT,49.9,1,3,SWA,50.1,0,0,16/12/2012
WBA,49.9,0,1,WHU,50.1,0,1,16/12/2012
RDG,32.9,2,0,ARS,67.1,5,3,17/12/2012
LIV,55.6,4,3,FUL,44.4,0,0,22/12/2012
MCI,73.3,1,3,RDG,26.7,0,0,22/12/2012
NEW,58.6,1,3,QPR,41.4,0,0,22/12/2012
SOU,57.6,0,0,SUN,42.4,1,3,22/12/2012
TOT,63.2,0,1,STK,36.8,0,1,22/12/2012
WBA,49.6,2,3,NOR,50.4,1,0,22/12/2012
WHU,37.7,1,0,EVE,62.3,2,3,22/12/2012
WIG,50.4,0,0,ARS,49.6,1,3,22/12/2012
CHE,56.6,8,3,AVL,43.4,0,0,23/12/2012
SWA,40.3,1,1,MUN,59.7,1,1,23/12/2012
AVL,40.9,0,0,TOT,59.1,4,3,26/12/2012
EVE,40.9,2,3,WIG,59.1,1,0,26/12/2012
FUL,50.6,1,1,SOU,49.4,1,1,26/12/2012
MUN,60.7,4,3,NEW,39.3,3,0,26/12/2012
NOR,36.9,0,0,CHE,63.1,1,3,26/12/2012
QPR,49.8,1,0,WBA,50.2,2,3,26/12/2012
RDG,28,0,1,SWA,72,0,1,26/12/2012
STK,37.6,3,3,LIV,62.4,1,0,26/12/2012
SUN,33,1,3,MCI,67,0,0,26/12/2012
ARS,44.2,7,3,NEW,55.8,3,0,29/12/2012
AVL,45.9,0,0,WIG,54.1,3,3,29/12/2012
FUL,59.4,1,0,SWA,40.6,2,3,29/12/2012
MUN,58,2,3,WBA,42,0,0,29/12/2012
NOR,46.4,3,0,MCI,53.6,4,3,29/12/2012
RDG,33.8,1,3,WHU,66.2,0,0,29/12/2012
STK,54.9,3,1,SOU,45.1,3,1,29/12/2012
SUN,44.7,1,0,TOT,55.3,2,3,29/12/2012
EVE,48,1,0,CHE,52,2,3,30/12/2012
QPR,33.5,0,0,LIV,66.5,3,3,30/12/2012
MCI,61.6,3,3,STK,38.4,0,0,01/01/2013
SOU,44.1,1,1,ARS,55.9,1,1,01/01/2013
SWA,69.5,2,1,AVL,30.5,2,1,01/01/2013
TOT,68,3,3,RDG,32,1,0,01/01/2013
WBA,44.7,1,0,FUL,55.3,2,3,01/01/2013
WHU,50.5,2,3,NOR,49.5,1,0,01/01/2013
WIG,52.8,0,0,MUN,47.2,4,3,01/01/2013
CHE,63.9,0,0,QPR,36.1,1,3,02/01/2013
LIV,66.2,3,3,SUN,33.8,0,0,02/01/2013
NEW,50.5,1,0,EVE,49.5,2,3,02/01/2013
AVL,51,0,0,SOU,49,1,3,12/01/2013
EVE,55.3,0,1,SWA,44.7,0,1,12/01/2013
FUL,49.2,1,1,WIG,50.8,1,1,12/01/2013
NOR,54.7,0,1,NEW,45.3,0,1,12/01/2013
QPR,38.1,0,1,TOT,61.9,0,1,12/01/2013
RDG,57.5,3,3,WBA,42.5,2,0,12/01/2013
STK,43.4,0,0,CHE,56.6,4,3,12/01/2013
SUN,48,3,3,WHU,52,0,0,12/01/2013
ARS,40,0,0,MCI,60,2,3,13/01/2013
MUN,46,2,3,LIV,54,1,0,13/01/2013
CHE,58.6,2,1,SOU,41.4,2,1,16/01/2013
LIV,67.7,5,3,NOR,32.3,0,0,19/01/2013
MCI,45.5,2,3,FUL,54.5,0,0,19/01/2013
NEW,55.6,1,0,RDG,44.4,2,3,19/01/2013
SWA,56.1,3,3,STK,43.9,1,0,19/01/2013
WBA,57.4,2,1,AVL,42.6,2,1,19/01/2013
WHU,69.6,1,1,QPR,30.4,1,1,19/01/2013
WIG,70.4,2,0,SUN,29.6,3,3,19/01/2013
CHE,50.3,2,3,ARS,49.7,1,0,20/01/2013
TOT,51,1,1,MUN,49,1,1,20/01/2013
SOU,53.4,0,1,EVE,46.6,0,1,21/01/2013
ARS,69.1,5,3,WHU,30.9,1,0,23/01/2013
AVL,51.7,1,0,NEW,48.3,2,3,29/01/2013
QPR,31.3,0,1,MCI,68.7,0,1,29/01/2013
STK,36.9,2,1,WIG,63.1,2,1,29/01/2013
SUN,36.1,0,1,SWA,63.9,0,1,29/01/2013
ARS,61.8,2,1,LIV,38.2,2,1,30/01/2013
EVE,55.9,2,3,WBA,44.1,1,0,30/01/2013
FUL,44,3,3,WHU,56,1,0,30/01/2013
MUN,42.7,2,3,SOU,57.3,1,0,30/01/2013
NOR,41.6,1,1,TOT,58.4,1,1,30/01/2013
RDG,32.4,2,1,CHE,67.6,2,1,30/01/2013
ARS,65.4,1,3,STK,34.6,0,0,02/02/2013
EVE,68.3,3,1,AVL,31.7,3,1,02/02/2013
FUL,44.8,0,0,MUN,55.2,1,3,02/02/2013
NEW,45.8,3,3,CHE,54.2,2,0,02/02/2013
QPR,49.7,0,1,NOR,50.3,0,1,02/02/2013
RDG,48.6,2,3,SUN,51.4,1,0,02/02/2013
WHU,35.9,1,3,SWA,64.1,0,0,02/02/2013
WIG,45.4,2,1,SOU,54.6,2,1,02/02/2013
MCI,45.7,2,1,LIV,54.3,2,1,03/02/2013
WBA,30.3,0,0,TOT,69.7,1,3,03/02/2013
CHE,53,4,3,WIG,47,1,0,09/02/2013
NOR,43.1,0,1,FUL,56.9,0,1,09/02/2013
SOU,44.3,3,3,MCI,55.7,1,0,09/02/2013
STK,58.1,2,3,RDG,41.9,1,0,09/02/2013
SUN,38.7,0,0,ARS,61.3,1,3,09/02/2013
SWA,62.5,4,3,QPR,37.5,1,0,09/02/2013
TOT,54.3,2,3,NEW,45.7,1,0,09/02/2013
AVL,48.2,2,3,WHU,51.8,1,0,10/02/2013
MUN,48.2,2,3,EVE,51.8,0,0,10/02/2013
LIV,48.2,0,0,WBA,51.8,2,3,10/02/2013
LIV,54.3,5,3,SWA,45.7,0,0,17/02/2013
ARS,63.9,2,3,AVL,36.1,1,0,23/02/2013
FUL,60.7,1,3,STK,39.3,0,0,23/02/2013
NOR,44.8,2,3,EVE,55.2,1,0,23/02/2013
QPR,48.4,0,0,MUN,51.6,2,3,23/02/2013
RDG,29.9,0,0,WIG,70.1,3,3,23/02/2013
WBA,58.9,2,3,SUN,41.1,1,0,23/02/2013
MCI,47,2,3,CHE,53,0,0,24/02/2013
NEW,41.4,4,3,SOU,58.6,2,0,24/02/2013
WHU,38.3,2,0,TOT,61.7,3,3,25/02/2013
CHE,52.9,1,3,WBA,47.1,0,0,02/03/2013
EVE,60,3,3,RDG,40,1,0,02/03/2013
MUN,65,4,3,NOR,35,0,0,02/03/2013
SOU,67,1,0,QPR,33,2,3,02/03/2013
STK,67,0,0,WHU,33,1,3,02/03/2013
SUN,49.5,2,1,FUL,50.5,2,1,02/03/2013
SWA,63.1,1,3,NEW,36.9,0,0,02/03/2013
WIG,52.1,0,0,LIV,47.9,4,3,02/03/2013
TOT,39.5,2,3,ARS,60.5,1,0,03/03/2013
AVL,39.5,0,0,MCI,60.5,1,3,03/03/2013
NOR,40.9,0,1,SOU,59.1,0,1,09/03/2013
QPR,49.7,3,3,SUN,50.3,1,0,09/03/2013
RDG,41.5,1,0,AVL,58.5,2,3,09/03/2013
WBA,44.2,2,3,SWA,55.8,1,0,09/03/2013
LIV,46.5,3,3,TOT,53.5,2,0,10/03/2013
NEW,56.2,2,3,STK,43.8,1,0,10/03/2013
AVL,60.1,3,3,QPR,39.9,2,0,16/03/2013
EVE,40.6,2,3,MCI,59.4,0,0,16/03/2013
MUN,56.8,1,3,RDG,43.2,0,0,16/03/2013
SOU,47.9,3,3,LIV,52.1,1,0,16/03/2013
STK,48.5,0,1,WBA,51.5,0,1,16/03/2013
SWA,48.5,0,0,ARS,51.5,2,3,16/03/2013
CHE,48.5,2,3,WHU,51.5,0,0,16/03/2013
SUN,65.1,1,1,NOR,34.9,1,1,17/03/2013
TOT,59.5,0,0,FUL,40.5,1,3,17/03/2013
WIG,49.8,2,3,NEW,50.2,1,0,17/03/2013
ARS,70.1,4,3,RDG,29.9,1,0,30/03/2013
EVE,54,1,3,STK,46,0,0,30/03/2013
MCI,63.6,4,3,NEW,36.4,0,0,30/03/2013
SOU,50.8,2,3,CHE,49.2,1,0,30/03/2013
SUN,38.6,0,0,MUN,61.4,1,3,30/03/2013
SWA,62.7,1,0,TOT,37.3,2,3,30/03/2013
WHU,39.5,3,3,WBA,60.5,1,0,30/03/2013
WIG,52.8,1,3,NOR,47.2,0,0,30/03/2013
AVL,46.5,1,0,LIV,53.5,2,3,31/03/2013
FUL,48.3,3,3,QPR,51.7,2,0,01/04/2013
NOR,34.7,2,1,SWA,65.3,2,1,06/04/2013
RDG,39.4,0,0,SOU,60.6,2,3,06/04/2013
STK,45.6,1,0,AVL,54.4,3,3,06/04/2013
WBA,51.9,1,0,ARS,48.1,2,3,06/04/2013
CHE,61.7,2,3,SUN,38.3,1,0,07/04/2013
LIV,65,0,1,WHU,35,0,1,07/04/2013
NEW,49.6,1,3,FUL,50.4,0,0,07/04/2013
QPR,32.1,1,1,WIG,67.9,1,1,07/04/2013
TOT,61.9,2,1,EVE,38.1,2,1,07/04/2013
MUN,45,1,0,MCI,55,2,3,08/04/2013
ARS,45,3,3,NOR,55,1,0,08/04/2013
AVL,48.7,1,1,FUL,51.3,1,1,13/04/2013
EVE,60.2,2,3,QPR,39.8,0,0,13/04/2013
RDG,39.9,0,1,LIV,60.1,0,1,13/04/2013
SOU,61.2,1,1,WHU,38.8,1,1,13/04/2013
NEW,65.8,0,0,SUN,34.2,3,3,14/04/2013
STK,42.2,0,0,MUN,57.8,2,3,14/04/2013
ARS,56.8,0,1,EVE,43.2,0,1,16/04/2013
FUL,52.8,0,0,CHE,47.2,3,3,17/04/2013
MCI,52.8,1,3,WIG,47.2,0,0,17/04/2013
WHU,33.5,2,1,MUN,66.5,2,1,17/04/2013
FUL,28.8,0,0,ARS,71.2,1,3,20/04/2013
NOR,28.8,2,3,RDG,71.2,1,0,20/04/2013
QPR,48.9,0,0,STK,51.1,2,3,20/04/2013
SUN,36.4,1,3,EVE,63.6,0,0,20/04/2013
SWA,54.7,0,1,SOU,45.3,0,1,20/04/2013
WBA,57.2,1,1,NEW,42.8,1,1,20/04/2013
WHU,36.6,2,3,WIG,63.4,0,0,20/04/2013
LIV,57,2,1,CHE,43,2,1,21/04/2013
TOT,45.3,3,3,MCI,54.7,1,0,21/04/2013
MUN,51.9,3,3,AVL,48.1,0,0,22/04/2013
EVE,53.9,1,3,FUL,46.1,0,0,27/04/2013
MCI,62,2,3,WHU,38,1,0,27/04/2013
NEW,53.2,0,0,LIV,46.8,6,3,27/04/2013
SOU,61.7,0,0,WBA,38.3,3,3,27/04/2013
STK,47.5,1,3,NOR,52.5,0,0,27/04/2013
WIG,39,2,1,TOT,61,2,1,27/04/2013
ARS,51.8,1,1,MUN,48.2,1,1,28/04/2013
CHE,51.8,2,3,SWA,48.2,0,0,28/04/2013
RDG,46.1,0,1,QPR,53.9,0,1,28/04/2013
AVL,55.5,6,3,SUN,44.5,1,0,29/04/2013
FUL,49,2,0,RDG,51,4,3,04/05/2013
NOR,53.7,1,0,AVL,46.3,2,3,04/05/2013
QPR,41.2,0,0,ARS,58.8,1,3,04/05/2013
SWA,38.1,0,1,MCI,61.9,0,1,04/05/2013
TOT,49.5,1,3,SOU,50.5,0,0,04/05/2013
WBA,47.9,2,0,WIG,52.1,3,3,04/05/2013
WHU,45.8,0,1,NEW,54.2,0,1,04/05/2013
LIV,54.8,0,1,EVE,45.2,0,1,05/05/2013
MUN,48.7,0,0,CHE,51.3,1,3,05/05/2013
SUN,47.6,1,1,STK,52.4,1,1,06/05/2013
MCI,53.6,1,3,WBA,46.4,0,0,07/05/2013
WIG,53.3,2,0,SWA,46.7,3,3,07/05/2013
CHE,44.1,2,1,TOT,55.9,2,1,08/05/2013
AVL,43.2,1,0,CHE,56.8,2,3,11/05/2013
EVE,64.7,2,3,WHU,35.3,0,0,12/05/2013
FUL,48.4,1,0,LIV,51.6,3,3,12/05/2013
MUN,52.1,2,3,SWA,47.9,1,0,12/05/2013
NOR,48.1,4,3,WBA,51.9,0,0,12/05/2013
QPR,56.2,1,0,NEW,43.8,2,3,12/05/2013
STK,32.7,1,0,TOT,67.3,2,3,12/05/2013
SUN,36,1,1,SOU,64,1,1,12/05/2013
ARS,47.5,4,3,WIG,52.5,1,0,14/05/2013
RDG,38.7,0,0,MCI,61.3,2,3,14/05/2013
CHE,43.5,2,3,EVE,56.5,1,0,19/05/2013
LIV,66.4,1,3,QPR,33.6,0,0,19/05/2013
MCI,60.3,2,0,NOR,39.7,3,3,19/05/2013
NEW,50.7,0,0,ARS,49.3,1,3,19/05/2013
SOU,63,1,1,STK,37,1,1,19/05/2013
SWA,63,0,0,FUL,37,3,3,19/05/2013
TOT,63,1,3,SUN,37,0,0,19/05/2013
WBA,35.4,5,1,MUN,64.6,5,1,19/05/2013
WHU,48.4,4,3,RDG,51.6,2,0,19/05/2013
WIG,54,2,1,AVL,46,2,1,19/05/2013
ARS,63.8,1,0,AVL,36.2,3,3,17/08/2013
LIV,55.3,1,3,STK,44.7,0,0,17/08/2013
NOR,33,2,1,EVE,67,2,1,17/08/2013
SUN,57.8,0,0,FUL,42.2,1,3,17/08/2013
SWA,53.7,1,0,MUN,46.3,4,3,17/08/2013
WBA,53.7,0,0,SOU,46.3,1,3,17/08/2013
WHU,43.6,2,3,CAR,56.4,0,0,17/08/2013
CHE,51.4,2,3,HUL,48.6,0,0,18/08/2013
CRY,41.8,0,0,TOT,58.2,1,3,18/08/2013
MCI,63.5,4,3,NEW,36.5,0,0,19/08/2013
CHE,69.2,2,3,AVL,30.8,1,0,21/08/2013
AVL,47.4,0,0,LIV,52.6,1,3,24/08/2013
EVE,62.3,0,1,WBA,37.7,0,1,24/08/2013
FUL,62.3,1,0,ARS,37.7,3,3,24/08/2013
HUL,62.3,1,3,NOR,37.7,0,0,24/08/2013
NEW,62.3,0,1,WHU,37.7,0,1,24/08/2013
SOU,66.6,1,1,SUN,33.4,1,1,24/08/2013
STK,49.6,2,3,CRY,50.4,1,0,24/08/2013
CAR,30,3,3,MCI,70,2,0,25/08/2013
TOT,47.6,1,3,SWA,52.4,0,0,25/08/2013
MUN,55.2,0,1,CHE,44.8,0,1,26/08/2013
CAR,37,0,1,EVE,63,0,1,31/08/2013
CRY,50,3,3,SUN,50,1,0,31/08/2013
MCI,58.2,2,3,HUL,41.8,0,0,31/08/2013
NEW,53.8,1,3,FUL,46.2,0,0,31/08/2013
NOR,42.2,1,3,SOU,57.8,0,0,31/08/2013
WHU,44.9,0,0,STK,55.1,1,3,31/08/2013
ARS,43.4,1,3,TOT,56.6,0,0,01/09/2013
LIV,43,1,3,MUN,57,0,0,01/09/2013
WBA,42,0,0,SWA,58,2,3,01/09/2013
AVL,54.7,1,0,NEW,45.3,2,3,14/09/2013
EVE,54.7,1,3,CHE,45.3,0,0,14/09/2013
FUL,56.6,1,1,WBA,43.4,1,1,14/09/2013
HUL,46,1,1,CAR,54,1,1,14/09/2013
MUN,60.4,2,3,CRY,39.6,0,0,14/09/2013
STK,42.1,0,1,MCI,57.9,0,1,14/09/2013
SUN,30.6,1,0,ARS,69.4,3,3,14/09/2013
TOT,69,2,3,NOR,31,0,0,14/09/2013
SOU,58.7,0,1,WHU,41.3,0,1,15/09/2013
SWA,58.9,2,1,LIV,41.1,2,1,16/09/2013
CHE,64.4,2,3,FUL,35.6,0,0,21/09/2013
LIV,55.2,0,0,SOU,44.8,1,3,21/09/2013
NEW,61.3,2,0,HUL,38.7,3,3,21/09/2013
NOR,64.2,0,0,AVL,35.8,1,3,21/09/2013
WBA,54.1,3,3,SUN,45.9,0,0,21/09/2013
WHU,37.7,2,0,EVE,62.3,3,3,21/09/2013
ARS,50.4,3,3,STK,49.6,1,0,22/09/2013
CAR,36.3,0,0,TOT,63.7,1,3,22/09/2013
CRY,43.4,0,0,SWA,56.6,2,3,22/09/2013
MCI,41.6,4,3,MUN,58.4,1,0,22/09/2013
AVL,41.6,3,3,MCI,58.4,2,0,22/09/2013
FUL,48.6,1,0,CAR,51.4,2,3,28/09/2013
HUL,41.1,1,3,WHU,58.9,0,0,28/09/2013
MUN,59.1,1,0,WBA,40.9,2,3,28/09/2013
SOU,60.8,2,3,CRY,39.2,0,0,28/09/2013
SWA,58.5,1,0,ARS,41.5,2,3,28/09/2013
TOT,53.5,1,1,CHE,46.5,1,1,28/09/2013
STK,55.8,0,0,NOR,44.2,1,3,29/09/2013
SUN,46.3,1,0,LIV,53.7,3,3,29/09/2013
EVE,49.9,3,3,NEW,50.1,2,0,30/09/2013
CAR,57.3,1,0,NEW,42.7,2,3,05/10/2013

