SUN,52.1,0,0,EVE,47.9,1,3,09/03/2008
TOT,55.4,4,3,WHU,44.6,0,0,09/03/2008
WIG,42.1,0,1,ARS,57.9,0,1,09/03/2008
AVL,54.7,1,1,MID,45.3,1,1,12/03/2008
CHE,71.5,6,3,DER,28.5,1,0,12/03/2008
POR,56.1,4,3,BIR,43.9,2,0,12/03/2008
ARS,74.3,1,1,MID,25.7,1,1,15/03/2008
DER,38.8,0,0,MUN,61.2,1,3,15/03/2008
LIV,60.6,2,3,RDG,39.4,1,0,15/03/2008
POR,49.5,2,3,AVL,50.5,0,0,15/03/2008
SUN,43.7,0,0,CHE,56.3,1,3,15/03/2008
WHU,51,2,3,BLB,49,1,0,15/03/2008
FUL,48.1,1,3,EVE,51.9,0,0,16/03/2008
MCI,47.3,2,3,TOT,52.7,1,0,16/03/2008
WIG,49.5,1,3,BOL,50.5,0,0,16/03/2008
BIR,39.5,1,1,NEW,60.5,1,1,17/03/2008
MUN,52.8,2,3,BOL,47.2,0,0,19/03/2008
TOT,50.3,4,1,CHE,49.7,4,1,19/03/2008
AVL,59.1,0,0,SUN,40.9,1,3,22/03/2008
BLB,56.6,3,3,WIG,43.4,1,0,22/03/2008
BOL,49.7,0,1,MCI,50.3,0,1,22/03/2008
EVE,48.8,1,1,WHU,51.2,1,1,22/03/2008
MID,46,1,3,DER,54,0,0,22/03/2008
NEW,50.7,2,3,FUL,49.3,0,0,22/03/2008
RDG,47.8,2,3,BIR,52.2,1,0,22/03/2008
TOT,54.2,2,3,POR,45.8,0,0,22/03/2008
CHE,52.5,2,3,ARS,47.5,1,0,23/03/2008
MUN,64.7,3,3,LIV,35.3,0,0,23/03/2008
BIR,33.7,3,3,MCI,66.3,1,0,29/03/2008
BOL,37.3,2,0,ARS,62.7,3,3,29/03/2008
DER,55.1,2,1,FUL,44.9,2,1,29/03/2008
MUN,55,4,3,AVL,45,0,0,29/03/2008
POR,51.8,2,3,WIG,48.2,0,0,29/03/2008
RDG,42.8,0,1,BLB,57.2,0,1,29/03/2008
SUN,52.3,2,3,WHU,47.7,1,0,29/03/2008
CHE,57.5,1,3,MID,42.5,0,0,30/03/2008
LIV,49.4,1,3,EVE,50.6,0,0,30/03/2008
TOT,48.5,1,0,NEW,51.5,4,3,30/03/2008
ARS,56.4,1,1,LIV,43.6,1,1,05/04/2008
AVL,52,4,3,BOL,48,0,0,05/04/2008
BLB,46.5,1,1,TOT,53.5,1,1,05/04/2008
FUL,56.5,1,0,SUN,43.5,3,3,05/04/2008
MCI,43.9,0,0,CHE,56.1,2,3,05/04/2008
NEW,62.6,3,3,RDG,37.4,0,0,05/04/2008
WIG,56.8,2,3,BIR,43.2,0,0,05/04/2008
EVE,51.9,1,3,DER,48.1,0,0,06/04/2008
MID,35.2,2,1,MUN,64.8,2,1,06/04/2008
WHU,53.2,0,0,POR,46.8,1,3,08/04/2008
BIR,43.3,1,1,EVE,56.7,1,1,12/04/2008
BOL,45.6,1,3,WHU,54.4,0,0,12/04/2008
DER,45.4,0,0,AVL,54.6,6,3,12/04/2008
POR,48.7,0,1,NEW,51.3,0,1,12/04/2008
RDG,48.1,0,0,FUL,51.9,2,3,12/04/2008
SUN,41.2,1,0,MCI,58.8,2,3,12/04/2008
TOT,48.2,1,1,MID,51.8,1,1,12/04/2008
LIV,54.4,3,3,BLB,45.6,1,0,13/04/2008
MUN,52.4,2,3,ARS,47.6,1,0,13/04/2008
CHE,60.4,1,1,WIG,39.6,1,1,14/04/2008
EVE,45.9,0,0,CHE,54.1,1,3,17/04/2008
ARS,71.3,2,3,RDG,28.7,0,0,19/04/2008
BLB,35,1,1,MUN,65,1,1,19/04/2008
FUL,49.1,0,0,LIV,50.9,2,3,19/04/2008
MID,59,0,0,BOL,41,1,3,19/04/2008
WHU,51.7,2,3,DER,48.3,1,0,19/04/2008
WIG,39.4,1,1,TOT,60.6,1,1,19/04/2008
AVL,50.7,5,3,BIR,49.3,1,0,20/04/2008
MCI,58.8,3,3,POR,41.2,1,0,20/04/2008
NEW,49.4,2,3,SUN,50.6,0,0,20/04/2008
BIR,32.6,2,1,LIV,67.4,2,1,26/04/2008
CHE,58.1,2,3,MUN,41.9,1,0,26/04/2008
MCI,48.2,2,0,FUL,51.8,3,3,26/04/2008
SUN,60.1,3,3,MID,39.9,2,0,26/04/2008
TOT,70.4,1,1,BOL,29.6,1,1,26/04/2008
WHU,52.3,2,1,NEW,47.7,2,1,26/04/2008
WIG,42.7,0,1,RDG,57.3,0,1,26/04/2008
EVE,50.4,2,1,AVL,49.6,2,1,27/04/2008
POR,46.8,0,0,BLB,53.2,1,3,27/04/2008
DER,37.4,2,0,ARS,62.6,6,3,28/04/2008
AVL,56.6,0,0,WIG,43.4,2,3,03/05/2008
BLB,58.7,3,3,DER,41.3,1,0,03/05/2008
BOL,47.1,2,3,SUN,52.9,0,0,03/05/2008
FUL,62.9,2,3,BIR,37.1,0,0,03/05/2008
MUN,49.8,4,3,WHU,50.2,1,0,03/05/2008
MID,46.7,2,3,POR,53.3,0,0,03/05/2008
RDG,45.4,0,0,TOT,54.6,1,3,03/05/2008
ARS,52.6,1,3,EVE,47.4,0,0,04/05/2008
LIV,53.1,1,3,MCI,46.9,0,0,04/05/2008
NEW,42.2,0,0,CHE,57.8,2,3,05/05/2008
BIR,47.3,4,3,BLB,52.7,1,0,11/05/2008
CHE,72.4,1,1,BOL,27.6,1,1,11/05/2008
DER,49.4,0,0,RDG,50.6,4,3,11/05/2008
EVE,54.1,3,3,NEW,45.9,1,0,11/05/2008
MID,51.5,8,3,MCI,48.5,1,0,11/05/2008
POR,48.1,0,0,FUL,51.9,1,3,11/05/2008
SUN,47.4,0,0,ARS,52.6,1,3,11/05/2008
TOT,49.9,0,0,LIV,50.1,2,3,11/05/2008
WHU,57.7,2,1,AVL,42.3,2,1,11/05/2008
WIG,37.6,0,0,MUN,62.4,2,3,11/05/2008
ARS,61.1,1,3,WBA,38.9,0,0,16/08/2008
BOL,55.4,3,3,STK,44.6,1,0,16/08/2008
EVE,50.1,2,0,BLB,49.9,3,3,16/08/2008
HUL,43.8,2,3,FUL,56.2,1,0,16/08/2008
MID,36,2,3,TOT,64,1,0,16/08/2008
SUN,41,0,0,LIV,59,1,3,16/08/2008
WHU,50.4,2,3,WIG,49.6,1,0,16/08/2008
AVL,41.4,4,3,MCI,58.6,2,0,17/08/2008
CHE,68.1,4,3,POR,31.9,0,0,17/08/2008
MUN,58.8,1,1,NEW,41.2,1,1,17/08/2008
BLB,61.6,1,1,HUL,38.4,1,1,23/08/2008
FUL,43.7,1,3,ARS,56.3,0,0,23/08/2008
LIV,61.1,2,3,MID,38.9,1,0,23/08/2008
NEW,63.5,1,3,BOL,36.5,0,0,23/08/2008
STK,41.1,3,3,AVL,58.9,2,0,23/08/2008
TOT,60.3,1,0,SUN,39.7,2,3,23/08/2008
WBA,62.6,1,0,EVE,37.4,2,3,23/08/2008
MCI,55.6,3,3,WHU,44.4,0,0,24/08/2008
WIG,41.3,0,0,CHE,58.7,1,3,24/08/2008
POR,37.1,0,0,MUN,62.9,1,3,25/08/2008
ARS,55.9,3,3,NEW,44.1,0,0,30/08/2008
BOL,46.2,0,1,WBA,53.8,0,1,30/08/2008
EVE,58.8,0,0,POR,41.2,3,3,30/08/2008
HUL,55.8,0,0,WIG,44.2,5,3,30/08/2008
MID,65.6,2,3,STK,34.4,1,0,30/08/2008
WHU,51.9,4,3,BLB,48.1,1,0,30/08/2008
AVL,43.9,0,1,LIV,56.1,0,1,31/08/2008
CHE,58.5,1,1,TOT,41.5,1,1,31/08/2008
SUN,49.4,0,0,MCI,50.6,3,3,31/08/2008
BLB,43.4,0,0,ARS,56.6,4,3,13/09/2008
FUL,63.7,2,3,BOL,36.3,1,0,13/09/2008
LIV,53.7,2,3,MUN,46.3,1,0,13/09/2008
MCI,44.7,1,0,CHE,55.3,3,3,13/09/2008
NEW,58.7,1,0,HUL,41.3,2,3,13/09/2008
POR,60.7,2,3,MID,39.3,1,0,13/09/2008
WBA,54.8,3,3,WHU,45.2,2,0,13/09/2008
WIG,56.2,1,1,SUN,43.8,1,1,13/09/2008
STK,42.6,2,0,EVE,57.4,3,3,14/09/2008
TOT,62.5,1,0,AVL,37.5,2,3,15/09/2008
BLB,51,1,3,FUL,49,0,0,20/09/2008
BOL,31.8,1,0,ARS,68.2,3,3,20/09/2008
LIV,74.6,0,1,STK,25.4,0,1,20/09/2008
SUN,50.5,2,3,MID,49.5,0,0,20/09/2008
WHU,48.9,3,3,NEW,51.1,1,0,20/09/2008
CHE,60,1,1,MUN,40,1,1,21/09/2008
HUL,40,2,1,EVE,60,2,1,21/09/2008
MCI,58.6,6,3,POR,41.4,0,0,21/09/2008
TOT,56.8,0,1,WIG,43.2,0,1,21/09/2008
WBA,61.9,1,0,AVL,38.1,2,3,21/09/2008
ARS,63.3,1,0,HUL,36.7,2,3,27/09/2008
AVL,44.3,2,3,SUN,55.7,1,0,27/09/2008
EVE,41.9,0,0,LIV,58.1,2,3,27/09/2008
FUL,47.4,1,0,WHU,52.6,2,3,27/09/2008
MUN,74.7,2,3,BOL,25.3,0,0,27/09/2008
MID,52.8,0,0,WBA,47.2,1,3,27/09/2008
NEW,50,1,0,BLB,50,2,3,27/09/2008
STK,31.7,0,0,CHE,68.3,2,3,27/09/2008
POR,35.6,2,3,TOT,64.4,0,0,28/09/2008
WIG,34.2,2,3,MCI,65.8,1,0,28/09/2008
BLB,39,0,0,MUN,61,2,3,04/10/2008
SUN,32.7,1,1,ARS,67.3,1,1,04/10/2008
WBA,38.6,1,3,FUL,61.4,0,0,04/10/2008
WIG,59.5,0,0,MID,40.5,1,3,04/10/2008
CHE,59.8,2,3,AVL,40.2,0,0,05/10/2008
EVE,53.2,2,1,NEW,46.8,2,1,05/10/2008
MCI,34.1,2,0,LIV,65.9,3,3,05/10/2008
POR,61.4,2,3,STK,38.6,1,0,05/10/2008
TOT,66.6,0,0,HUL,33.4,1,3,05/10/2008
WHU,64.3,1,0,BOL,35.7,3,3,05/10/2008
ARS,62.7,3,3,EVE,37.3,1,0,18/10/2008
AVL,52.4,0,1,POR,47.6,0,1,18/10/2008
BOL,43.4,0,1,BLB,56.6,0,1,18/10/2008
FUL,51,0,1,SUN,49,0,1,18/10/2008
LIV,64.3,3,3,WIG,35.7,2,0,18/10/2008
MUN,57.7,4,3,WBA,42.3,0,0,18/10/2008
MID,30.9,0,0,CHE,69.1,5,3,18/10/2008
HUL,40.7,1,3,WHU,59.3,0,0,19/10/2008
STK,45.5,2,3,TOT,54.5,1,0,19/10/2008
NEW,29.9,2,1,MCI,70.1,2,1,20/10/2008
BLB,63,1,1,MID,37,1,1,25/10/2008
EVE,40.5,1,1,MUN,59.5,1,1,25/10/2008
SUN,55.8,2,3,NEW,44.2,1,0,25/10/2008
WBA,58.9,0,0,HUL,41.1,3,3,25/10/2008
CHE,59.9,0,0,LIV,40.1,1,3,26/10/2008
MCI,57,3,3,STK,43,0,0,26/10/2008
POR,50.8,1,1,FUL,49.2,1,1,26/10/2008
TOT,64.2,2,3,BOL,35.8,0,0,26/10/2008
WHU,42.6,0,0,ARS,57.4,2,3,26/10/2008
WIG,58.3,0,0,AVL,41.7,4,3,26/10/2008
NEW,38.8,2,3,WBA,61.2,1,0,28/10/2008
ARS,63.5,4,1,TOT,36.5,4,1,29/10/2008
AVL,42.9,3,3,BLB,57.1,2,0,29/10/2008
BOL,45.2,0,0,EVE,54.8,1,3,29/10/2008
FUL,47.8,2,3,WIG,52.2,0,0,29/10/2008
HUL,42.5,0,0,CHE,57.5,3,3,29/10/2008
LIV,57.1,1,3,POR,42.9,0,0,29/10/2008
MUN,56.6,2,3,WHU,43.4,0,0,29/10/2008
MID,41.8,2,3,MCI,58.2,0,0,29/10/2008
STK,47.9,1,3,SUN,52.1,0,0,29/10/2008
CHE,69.8,5,3,SUN,30.2,0,0,01/11/2008
EVE,55,1,3,FUL,45,0,0,01/11/2008
MUN,53.3,4,3,HUL,46.7,3,0,01/11/2008
MID,50.3,1,1,WHU,49.7,1,1,01/11/2008
POR,56.2,1,0,WIG,43.8,2,3,01/11/2008
STK,28.1,2,3,ARS,71.9,1,0,01/11/2008
TOT,44.5,2,3,LIV,55.5,1,0,01/11/2008
WBA,65,2,1,BLB,35,2,1,01/11/2008
BOL,44.9,2,3,MCI,55.1,0,0,02/11/2008
NEW,54.7,2,3,AVL,45.3,0,0,03/11/2008
ARS,45.9,2,3,MUN,54.1,1,0,08/11/2008
HUL,53.3,0,0,BOL,46.7,1,3,08/11/2008
LIV,51.5,3,3,WBA,48.5,0,0,08/11/2008
SUN,51.9,1,0,POR,48.1,2,3,08/11/2008
WHU,57.2,1,0,EVE,42.8,3,3,08/11/2008
WIG,64.6,0,1,STK,35.4,0,1,08/11/2008
AVL,49.7,1,0,MID,50.3,2,3,09/11/2008
BLB,47.1,0,0,CHE,52.9,2,3,09/11/2008
FUL,46.5,2,3,NEW,53.5,1,0,09/11/2008
MCI,40.3,1,0,TOT,59.7,2,3,09/11/2008
ARS,67.5,0,0,AVL,32.5,2,3,15/11/2008
BLB,53.3,1,0,SUN,46.7,2,3,15/11/2008
BOL,41.7,0,0,LIV,58.3,2,3,15/11/2008
FUL,49.6,2,3,TOT,50.4,1,0,15/11/2008
MUN,67,5,3,STK,33,0,0,15/11/2008
NEW,63.2,2,1,WIG,36.8,2,1,15/11/2008
WBA,38.1,0,0,CHE,61.9,3,3,15/11/2008
WHU,53.3,0,1,POR,46.7,0,1,15/11/2008
EVE,65,1,1,MID,35,1,1,16/11/2008
HUL,51.3,2,1,MCI,48.7,2,1,16/11/2008
AVL,38.1,0,1,MUN,61.9,0,1,22/11/2008
CHE,69.4,0,1,NEW,30.6,0,1,22/11/2008
LIV,56.9,0,1,FUL,43.1,0,1,22/11/2008
MCI,34.7,3,3,ARS,65.3,0,0,22/11/2008
MID,69.2,1,0,BOL,30.8,3,3,22/11/2008
POR,51,2,1,HUL,49,2,1,22/11/2008
STK,44,1,3,WBA,56,0,0,22/11/2008
SUN,58.4,0,0,WHU,41.6,1,3,23/11/2008
TOT,60.8,1,3,BLB,39.2,0,0,23/11/2008
WIG,45.6,1,3,EVE,54.4,0,0,24/11/2008
AVL,48.1,0,1,FUL,51.9,0,1,29/11/2008
MID,47.4,0,1,NEW,52.6,0,1,29/11/2008
STK,47.9,1,1,HUL,52.1,1,1,29/11/2008
SUN,68.9,1,0,BOL,31.1,4,3,29/11/2008
WIG,40.6,2,3,WBA,59.4,1,0,29/11/2008
CHE,59.4,1,0,ARS,40.6,2,3,30/11/2008
MCI,45.6,0,0,MUN,54.4,1,3,30/11/2008
POR,51.9,3,3,BLB,48.1,2,0,30/11/2008
TOT,53.4,0,0,EVE,46.6,1,3,30/11/2008
LIV,66.8,0,1,WHU,33.2,0,1,01/12/2008
ARS,64.5,1,3,WIG,35.5,0,0,06/12/2008
BLB,38.4,1,0,LIV,61.6,3,3,06/12/2008
BOL,42.1,0,0,CHE,57.9,2,3,06/12/2008
FUL,56.8,1,1,MCI,43.2,1,1,06/12/2008
HUL,52.4,2,3,MID,47.6,1,0,06/12/2008
MUN,72.3,1,3,SUN,27.7,0,0,06/12/2008
NEW,55.2,2,1,STK,44.8,2,1,06/12/2008
EVE,60.5,2,0,AVL,39.5,3,3,07/12/2008
WBA,46,1,1,POR,54,1,1,07/12/2008
WHU,48.9,0,0,TOT,51.1,2,3,08/12/2008
AVL,54.3,4,3,BOL,45.7,2,0,13/12/2008
LIV,67.3,2,1,HUL,32.7,2,1,13/12/2008
MCI,53,0,0,EVE,47,1,3,13/12/2008
MID,41.9,1,1,ARS,58.1,1,1,13/12/2008
STK,33.4,0,1,FUL,66.6,0,1,13/12/2008
SUN,45.9,4,3,WBA,54.1,0,0,13/12/2008
TOT,33.6,0,1,MUN,66.4,0,1,13/12/2008
WIG,47,3,3,BLB,53,0,0,13/12/2008
CHE,59.3,1,1,WHU,40.7,1,1,14/12/2008
POR,53.8,0,0,NEW,46.2,3,3,14/12/2008
BLB,50.2,3,3,STK,49.8,0,0,20/12/2008
BOL,44.2,2,3,POR,55.8,1,0,20/12/2008
FUL,58.2,3,3,MID,41.8,0,0,20/12/2008
HUL,48.4,1,0,SUN,51.6,4,3,20/12/2008
WHU,64.9,0,0,AVL,35.1,1,3,20/12/2008
ARS,42.7,1,1,LIV,57.3,1,1,21/12/2008
NEW,55,2,3,TOT,45,1,0,21/12/2008
WBA,47.3,2,3,MCI,52.7,1,0,21/12/2008
EVE,48.2,0,1,CHE,51.8,0,1,22/12/2008
AVL,47.5,2,1,ARS,52.5,2,1,26/12/2008
CHE,63.5,2,3,WBA,36.5,0,0,26/12/2008
LIV,73.9,3,3,BOL,26.1,0,0,26/12/2008
MCI,49.8,5,3,HUL,50.2,1,0,26/12/2008
MID,46.3,0,0,EVE,53.7,1,3,26/12/2008
POR,58.9,1,0,WHU,41.1,4,3,26/12/2008
STK,26.4,0,0,MUN,73.6,1,3,26/12/2008
SUN,54.9,0,1,BLB,45.1,0,1,26/12/2008
TOT,57.5,0,1,FUL,42.5,0,1,26/12/2008
WIG,48.9,2,3,NEW,51.1,1,0,26/12/2008
ARS,59.3,1,3,POR,40.7,0,0,28/12/2008
BLB,48.5,2,1,MCI,51.5,2,1,28/12/2008
BOL,48.6,0,0,WIG,51.4,1,3,28/12/2008
EVE,57.6,3,3,SUN,42.4,0,0,28/12/2008
FUL,40.7,2,1,CHE,59.3,2,1,28/12/2008
NEW,40.7,1,0,LIV,59.3,5,3,28/12/2008
WBA,49.7,2,3,TOT,50.3,0,0,28/12/2008
WHU,65.9,2,3,STK,34.1,1,0,28/12/2008
MUN,62.1,1,3,MID,37.9,0,0,29/12/2008
HUL,45.2,0,0,AVL,54.8,1,3,30/12/2008
ARS,76,1,3,BOL,24,0,0,10/01/2009
AVL,47,2,3,WBA,53,1,0,10/01/2009
EVE,53,2,3,HUL,47,0,0,10/01/2009
MID,50.7,1,1,SUN,49.3,1,1,10/01/2009
NEW,53.9,2,1,WHU,46.1,2,1,10/01/2009
STK,34.1,0,1,LIV,65.9,0,1,10/01/2009
MUN,51.9,3,3,CHE,48.1,0,0,11/01/2009
WIG,51.4,1,3,TOT,48.6,0,0,11/01/2009
MUN,58,1,3,WIG,42,0,0,14/01/2009
BLB,46.6,3,3,NEW,53.4,0,0,17/01/2009
BOL,34.2,0,0,MUN,65.8,1,3,17/01/2009
CHE,70.3,2,3,STK,29.7,1,0,17/01/2009
HUL,38.9,1,0,ARS,61.1,3,3,17/01/2009
MCI,46.8,1,3,WIG,53.2,0,0,17/01/2009
SUN,49,1,0,AVL,51,2,3,17/01/2009
WBA,39.5,3,3,MID,60.5,0,0,17/01/2009
TOT,50.5,1,1,POR,49.5,1,1,18/01/2009
WHU,51.9,3,3,FUL,48.1,1,0,18/01/2009
LIV,53.8,1,1,EVE,46.2,1,1,19/01/2009
POR,65.3,0,0,AVL,34.7,1,3,27/01/2009
SUN,48.3,1,3,FUL,51.7,0,0,27/01/2009
TOT,64.1,3,3,STK,35.9,1,0,27/01/2009
WBA,38.2,0,0,MUN,61.8,5,3,27/01/2009
BLB,65.8,2,1,BOL,34.2,2,1,28/01/2009
CHE,66.6,2,3,MID,33.4,0,0,28/01/2009
EVE,51.9,1,1,ARS,48.1,1,1,28/01/2009
MCI,56,2,3,NEW,44,1,0,28/01/2009
WHU,50.3,2,3,HUL,49.7,0,0,28/01/2009
WIG,39.6,1,1,LIV,60.4,1,1,28/01/2009
ARS,63.7,0,1,WHU,36.3,0,1,31/01/2009

